Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,458.80,367.90,216.70,425.60,388.10
Depreciation/Depletion,212.80,221.00,1101.30,1002.20,983.40
Non-Cash Items,8.40,16.10,326.70,33.20,-16.60
Cash Taxes Paid,85.30,84.30,96.00,25.10,110.40
Changes in Working Capital,-137.10,66.30,-186.60,-172.90,-287.70
Cash from Operating Activities,542.90,671.30,1458.10,1288.10,1067.20
Capital Expenditures,-244.60,-279.30,-255.80,-286.50,-247.90
"Other Investing Cash Flow Items, Total",-183.40,-1.30,-245.10,3.50,161.50
Cash from Investing Activities,-428.00,-280.60,-500.90,-283.00,-86.40
Total Cash Dividends Paid,-270.40,-284.00,-284.00,-284.00,-263.80
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-42.50,-387.90,-1000.70,-1007.60,-1042.90
Foreign Exchange Effects,-6.50,9.10,-6.50,6.30,8.00
Net Change in Cash,65.90,11.90,-50.00,3.80,-54.10
