Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Nov 2016,30 Nov 2017,30 Nov 2018,30 Nov 2019,30 Nov 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,Yuho,Yuho,Yuho,Yuho,Yuho
Revenue,49818.11,57754.33,61543.32,60727.70,63939.78
Total Revenue,49818.11,57754.33,61543.32,60727.70,63939.78
"Selling/General/Admin. Expenses, Total",6951.65,7066.11,7773.65,8087.81,8204.78
Depreciation/Amortisation,84.29,85.92,87.38,97.50,197.03
Unusual Expense (Income),-6.50,24.78,-0.95,20.14,0.08
"Other Operating Expenses, Total",40.63,-194.16,-12.78,-55.47,-30.26
Total Operating Expense,40538.21,47920.46,50667.51,48036.75,57512.03
Operating Income,9279.91,9833.87,10875.81,12690.96,6427.76
"Interest Inc.(Exp.),Net-Non-Op., Total",-829.86,-784.40,-704.79,-600.86,-526.44
"Other, Net",0,0,0.00,0,0
Net Income Before Taxes,8450.05,9049.47,10171.02,12090.10,5901.31
Provision for Income Taxes,2902.58,2894.30,3318.78,3643.06,2298.97
Net Income After Taxes,5547.47,6155.17,6852.24,8447.03,3602.34
Net Income Before Extra. Items,5547.47,6155.17,6852.24,8447.03,3602.34
Net Income,5547.47,6155.17,6852.24,8447.03,3602.34
Income Available to Com Excl ExtraOrd,5547.47,6155.17,6852.24,8447.03,3602.34
Income Available to Com Incl ExtraOrd,5547.47,6155.17,6852.24,8447.03,3602.34
Diluted Net Income,5547.47,6155.17,6852.24,8447.03,3602.34
Diluted Weighted Average Shares,48.28,48.31,48.56,48.04,47.43
Diluted EPS Excluding ExtraOrd Items,114.89,127.41,141.12,175.83,75.94
DPS - Common Stock Primary Issue,22.00,25.00,30.00,42.00,19.00
Diluted Normalised EPS,114.80,127.76,141.10,176.12,75.94
