Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,179.52,274.44,195.38,261.01,-267.96
Depreciation/Depletion,12.94,13.25,12.74,12.50,34.22
Non-Cash Items,42.63,-43.99,37.37,-35.01,382.32
Cash Taxes Paid,22.51,20.20,19.75,23.21,22.23
Changes in Working Capital,-34.96,-64.87,-18.83,-12.18,-71.80
Cash from Operating Activities,200.13,178.84,226.67,226.32,76.77
Capital Expenditures,-16.69,-13.67,-14.25,-9.79,-11.02
"Other Investing Cash Flow Items, Total",-178.11,-376.51,13.58,268.45,307.12
Cash from Investing Activities,-194.81,-390.18,-0.67,258.66,296.10
Total Cash Dividends Paid,-126.46,-144.63,-149.12,-160.46,-137.21
"Issuance (Retirement) of Stock, Net",100.00,442.67,0.00,0.00,0.00
Cash from Financing Activities,-84.24,327.60,-253.87,-439.78,-166.47
Foreign Exchange Effects,1.53,-2.20,-1.87,-0.72,7.51
Net Change in Cash,-77.39,114.07,-29.74,44.49,213.91
