Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.00,0.00,6.58,7.80,4.15
Total Revenue,0.00,0.00,6.58,7.80,4.15
"Selling/General/Admin. Expenses, Total",1.72,0.46,3.63,4.04,3.66
Depreciation/Amortisation,0.05,0,0.31,1.39,1.33
Unusual Expense (Income),-7.16,0,0.00,-0.25,0.84
"Other Operating Expenses, Total",0.16,0.10,0.39,0.04,-0.89
Total Operating Expense,-4.89,0.57,6.10,7.17,6.03
Operating Income,4.89,-0.57,0.48,0.63,-1.88
"Interest Inc.(Exp.),Net-Non-Op., Total",0.00,0,-0.01,-0.07,-0.05
"Other, Net",0,0,-0.00,0.00,0
Net Income Before Taxes,4.89,-0.57,0.47,0.56,-1.93
Provision for Income Taxes,0.87,0.00,0.08,-0.03,0.02
Net Income After Taxes,4.02,-0.57,0.39,0.60,-1.95
Net Income Before Extra. Items,4.02,-0.57,0.39,0.60,-1.95
Net Income,3.86,-0.57,0.39,0.60,-1.95
Income Available to Com Excl ExtraOrd,4.02,-0.57,0.39,0.60,-1.95
Income Available to Com Incl ExtraOrd,3.86,-0.57,0.39,0.60,-1.95
Diluted Net Income,3.86,-0.57,0.39,0.60,-1.95
Diluted Weighted Average Shares,12.02,11.78,32.33,43.35,44.36
Diluted EPS Excluding ExtraOrd Items,0.33,-0.05,0.01,0.01,-0.04
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.05,-0.05,0.01,0.01,-0.03
