Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,13.37,13.97,212.28,119.39,75.41
Total Revenue,13.37,13.97,212.28,119.39,75.41
"Selling/General/Admin. Expenses, Total",49.30,37.81,60.62,63.91,51.34
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),45.62,28.35,173.28,89.81,4.81
"Other Operating Expenses, Total",-0.00,-6.68,-0.30,-1.90,-0.96
Total Operating Expense,136.29,52.25,416.79,257.77,130.04
Operating Income,-122.93,-38.28,-204.51,-138.38,-54.64
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.66,-0.16,-0.55,-0.75,-2.14
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-123.59,-38.44,-205.06,-139.13,-56.78
Provision for Income Taxes,-16.70,-9.24,-44.48,-17.99,-1.01
Net Income After Taxes,-106.89,-29.20,-160.59,-121.14,-55.77
Net Income Before Extra. Items,-106.61,-27.67,-159.78,-122.32,-55.56
Net Income,-106.61,-27.67,-159.78,-122.32,-55.56
Income Available to Com Excl ExtraOrd,-106.61,-27.67,-159.78,-122.32,-55.56
Income Available to Com Incl ExtraOrd,-106.61,-27.67,-159.78,-122.32,-55.56
Diluted Net Income,-106.61,-27.67,-159.78,-122.32,-55.56
Diluted Weighted Average Shares,1395.69,1697.14,1777.11,2036.54,2036.54
Diluted EPS Excluding ExtraOrd Items,-0.08,-0.02,-0.09,-0.06,-0.03
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,-0.05,-0.01,-0.03,-0.03,-0.03
