Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,689.57,952.18,971.75,565.48,274.11
Depreciation/Depletion,269.71,312.46,326.98,593.80,600.16
Non-Cash Items,-133.40,-236.67,-326.53,-303.86,-140.57
Cash Taxes Paid,350.52,295.08,347.54,288.29,172.12
Changes in Working Capital,-805.83,266.60,-118.43,-648.17,295.10
Cash from Operating Activities,39.57,1315.78,882.51,232.63,1055.20
Capital Expenditures,-434.52,-645.52,-694.30,-432.94,-419.63
"Other Investing Cash Flow Items, Total",265.39,274.50,393.73,265.89,397.68
Cash from Investing Activities,-169.13,-371.03,-300.58,-167.05,-21.96
Total Cash Dividends Paid,-201.33,-191.27,-221.46,-231.53,-201.33
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-132.71,-598.65,-901.18,-751.48,-1020.09
Foreign Exchange Effects,-35.58,187.66,-28.57,57.42,83.79
Net Change in Cash,-297.85,533.76,-347.81,-628.47,96.95
