Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,46.84,79.69,54.98,21.09,0.34
Total Revenue,46.84,79.69,54.98,21.09,0.34
"Selling/General/Admin. Expenses, Total",1.46,0.54,1.30,0.36,0.72
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.02,-0.17,0.00,-0.00,0.00
"Other Operating Expenses, Total",6.50,-0.67,0.00,-0.03,-0.01
Total Operating Expense,54.54,77.96,55.51,21.03,1.02
Operating Income,-7.70,1.73,-0.53,0.06,-0.68
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.20,-0.10,-0.05,-0.03
"Other, Net",0,-0.02,-0.01,-0.00,0.00
Net Income Before Taxes,-7.70,1.51,-0.64,0.01,-0.71
Provision for Income Taxes,0.00,0.00,0.00,0.00,0.00
Net Income After Taxes,-7.70,1.51,-0.64,0.01,-0.71
Net Income Before Extra. Items,-7.40,1.51,-0.64,0.01,-0.71
Net Income,-8.22,1.51,-0.64,0.01,-0.71
Income Available to Com Excl ExtraOrd,-7.40,1.51,-0.64,0.01,-0.71
Income Available to Com Incl ExtraOrd,-8.22,1.51,-0.64,0.01,-0.71
Diluted Net Income,-8.22,1.51,-0.64,0.01,-0.71
Diluted Weighted Average Shares,29.89,29.89,74.25,82.63,82.63
Diluted EPS Excluding ExtraOrd Items,-0.25,0.05,-0.01,0.00,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.06,0.04,-0.01,0.00,-0.01
