Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,301.00,709.00,563.00,646.00,871.00
Depreciation/Depletion,249.00,285.00,333.00,351.00,340.00
Non-Cash Items,346.00,61.00,415.00,420.00,317.00
Cash Taxes Paid,54.00,102.00,143.00,137.00,150.00
Changes in Working Capital,-202.00,-340.00,-422.00,-633.00,-584.00
Cash from Operating Activities,752.00,841.00,1082.00,977.00,1130.00
Capital Expenditures,-366.00,-451.00,-575.00,-786.00,-973.00
"Other Investing Cash Flow Items, Total",-235.00,-3297.00,-77.00,501.00,-116.00
Cash from Investing Activities,-601.00,-3748.00,-652.00,-285.00,-1089.00
Total Cash Dividends Paid,-131.00,-159.00,-205.00,-204.00,-204.00
"Issuance (Retirement) of Stock, Net",48.00,3055.00,-77.00,-47.00,-141.00
Cash from Financing Activities,-151.00,3199.00,-413.00,-663.00,93.00
Foreign Exchange Effects,1.00,-87.00,-14.00,-6.00,-20.00
Net Change in Cash,1.00,205.00,3.00,23.00,114.00
