Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,3.61,4.92,2.60,1.04,-14.53
Depreciation/Depletion,1.64,1.54,1.65,5.79,4.83
Non-Cash Items,0.12,-1.43,-0.90,4.83,18.10
Cash Taxes Paid,-0.01,0.25,0.11,-0.19,0.09
Changes in Working Capital,-1.81,-1.84,-15.85,-5.17,18.27
Cash from Operating Activities,3.56,3.19,-12.51,6.49,26.67
Capital Expenditures,-1.93,-6.98,-1.50,-1.33,-0.37
"Other Investing Cash Flow Items, Total",0.06,-16.78,-64.35,-68.59,12.86
Cash from Investing Activities,-1.87,-23.76,-65.85,-69.92,12.49
Total Cash Dividends Paid,-1.00,-1.80,-1.00,-4.01,0.00
"Issuance (Retirement) of Stock, Net",0,0,66.66,28.35,-1.89
Cash from Financing Activities,-1.70,1.15,75.23,62.11,-33.97
Foreign Exchange Effects,-0.02,0.23,-0.00,0.00,0.00
Net Change in Cash,-0.03,-19.20,-3.13,-1.32,5.20
