Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,9 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.00,0.00,0.00,0.42,0.00
Total Revenue,0.00,0.00,0.00,0.42,0.00
"Selling/General/Admin. Expenses, Total",0.78,0.84,1.48,4.00,2.06
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,179.60,0
"Other Operating Expenses, Total",-0.22,-0.51,-0.56,-9.39,0.08
Total Operating Expense,0.56,0.33,0.92,172.59,2.14
Operating Income,-0.56,-0.33,-0.92,-172.18,-2.14
"Interest Inc.(Exp.),Net-Non-Op., Total",0.08,0.02,-0.08,-14.01,-0.14
"Other, Net",0,0,0,-4.60,-0.00
Net Income Before Taxes,-0.48,-0.31,-1.00,-190.78,-2.28
Provision for Income Taxes,0.00,0.00,0.00,0.01,0.00
Net Income After Taxes,-0.48,-0.31,-1.00,-190.80,-2.28
Net Income Before Extra. Items,-0.48,-0.31,-1.00,-190.24,-2.15
Net Income,-0.48,-0.31,-1.00,-190.24,-10.50
Income Available to Com Excl ExtraOrd,-0.48,-0.31,-1.00,-190.24,-2.15
Income Available to Com Incl ExtraOrd,-0.48,-0.31,-1.00,-190.24,-10.50
Diluted Net Income,-0.48,-0.31,-1.00,-190.24,-10.50
Diluted Weighted Average Shares,13.78,13.77,14.02,27.97,56.38
Diluted EPS Excluding ExtraOrd Items,-0.03,-0.02,-0.07,-6.80,-0.04
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,-0.03,0.04,-0.07,-2.63,-0.04
