Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-4.91,-0.12,-0.68,-12.11,-0.03
Depreciation/Depletion,0.08,0.06,0.00,0.20,0.34
Non-Cash Items,4.68,-0.96,0.00,11.78,-0.61
Cash Taxes Paid,0.00,0.02,-0.02,0.36,0.05
Changes in Working Capital,0.16,-0.03,0.57,-1.11,1.29
Cash from Operating Activities,0.00,-1.05,-0.11,-1.24,1.03
Capital Expenditures,-0.04,-0.02,-0.00,-0.05,-0.44
"Other Investing Cash Flow Items, Total",0.04,0.01,0.00,-4.90,0.92
Cash from Investing Activities,-0.00,-0.01,-0.00,-4.95,0.48
Total Cash Dividends Paid,0,0,0,-0.70,-0.89
"Issuance (Retirement) of Stock, Net",0,1.00,0.00,0.00,0.00
Cash from Financing Activities,-0.01,0.99,0.09,6.80,-0.76
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-0.00,-0.07,-0.03,0.61,0.75
