Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,597.40,610.80,613.70,566.50,183.70
Total Revenue,597.40,610.80,613.70,566.50,183.70
"Selling/General/Admin. Expenses, Total",144.20,152.10,164.40,156.00,128.90
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),1.80,0.00,25.40,31.20,-38.00
"Other Operating Expenses, Total",0,0,-30.60,-25.20,41.80
Total Operating Expense,529.40,541.80,543.00,595.50,839.90
Operating Income,68.00,69.00,70.70,-29.00,-656.20
"Interest Inc.(Exp.),Net-Non-Op., Total",2.20,2.40,-6.70,-14.40,-42.10
"Other, Net",-2.10,-1.90,-1.80,-2.00,-1.10
Net Income Before Taxes,68.10,69.50,62.20,-45.40,-699.40
Provision for Income Taxes,13.70,15.00,19.00,10.20,-19.40
Net Income After Taxes,54.40,54.50,43.20,-55.60,-680.00
Net Income Before Extra. Items,55.20,54.90,43.40,-55.50,-680.10
Net Income,55.20,54.90,43.40,-55.50,-680.10
Income Available to Com Excl ExtraOrd,55.20,54.90,43.40,-55.50,-680.10
Income Available to Com Incl ExtraOrd,55.20,54.90,43.40,-55.50,-680.10
Diluted Net Income,55.20,54.90,43.40,-55.50,-680.10
Diluted Weighted Average Shares,1261.50,1262.00,1263.30,1262.90,1263.20
Diluted EPS Excluding ExtraOrd Items,0.04,0.04,0.03,-0.04,-0.54
DPS - Common Stock Primary Issue,0.04,0.03,0.03,0.02,0
Diluted Normalised EPS,0.04,0.04,0.05,-0.03,-0.56
