Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,7.47,2.57,5.05,2.76,18.06
Depreciation/Depletion,1.05,1.36,1.43,1.61,2.44
Non-Cash Items,-4.14,-2.02,2.40,-0.89,0.09
Cash Taxes Paid,0.94,0.85,0.95,0.52,-0.13
Changes in Working Capital,-5.78,-9.02,-9.29,-9.87,-9.62
Cash from Operating Activities,-1.41,-7.11,-0.40,-6.37,10.99
Capital Expenditures,-4.56,-3.63,-4.68,-8.60,-3.29
"Other Investing Cash Flow Items, Total",-0.23,0.96,0.27,1.71,0.44
Cash from Investing Activities,-4.79,-2.67,-4.41,-6.89,-2.85
Total Cash Dividends Paid,0,-0.20,0.00,-0.10,-0.10
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,5.20,7.92,7.95,11.40,-3.74
Foreign Exchange Effects,0.50,-0.01,0,0,0
Net Change in Cash,-0.50,-1.87,3.14,-1.86,4.40
