Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,5.99,3.54,6.73,4.87,9.29
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,5.99,3.54,6.73,4.87,9.29
"Accounts Receivable - Trade, Net",13.65,21.29,25.14,19.54,27.46
"Total Receivables, Net",13.65,21.29,26.32,23.78,31.35
Prepaid Expenses,0,0,0,1.86,1.51
"Other Current Assets, Total",0,0.32,0,0.21,0.11
Total Current Assets,33.22,40.84,55.18,61.75,75.99
"Property/Plant/Equipment, Total - Gross",0,0,0,43.84,45.46
"Accumulated Depreciation, Total",0,0,0,-11.80,-13.95
"Property/Plant/Equipment, Total - Net",17.08,19.16,23.36,32.04,31.52
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.30,0.26,0.25,0.30,0.26
Long Term Investments,5.29,5.58,5.87,4.60,4.93
Total Assets,56.04,66.24,85.18,99.09,113.02
Accounts Payable,0,0,0,6.50,8.78
Accrued Expenses,0,0,0,2.05,6.00
Notes Payable/Short Term Debt,0.00,0.00,0.00,29.79,28.10
"Other Current liabilities, Total",0.14,0.00,0.75,5.64,5.17
Total Current Liabilities,13.42,25.99,35.74,46.42,50.82
Total Long Term Debt,3.01,1.65,5.48,6.10,4.79
Total Debt,10.77,18.89,26.84,38.34,35.65
Deferred Income Tax,1.27,1.54,2.09,3.20,3.14
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,17.90,29.11,43.23,56.76,60.79
"Common Stock, Total",36.24,37.13,37.13,37.47,37.87
Retained Earnings (Accumulated Deficit),1.90,0.01,14.36,30.80,29.38
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,-9.52,-25.94,-15.03
Total Equity,38.15,37.13,41.96,42.33,52.22
Total Liabilities & Shareholders' Equity,56.04,66.24,85.18,99.09,113.02
Total Common Shares Outstanding,564.08,574.39,574.39,579.90,588.28
"Tangible Book Value per Share, Common Eq",0.07,0.06,0.07,0.07,0.09
