Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0,0,0,0,0
Total Revenue,99292.37,119399.07,35845.00,93736.00,55973.00
"Selling/General/Admin. Expenses, Total",7631.92,8580.04,3877.00,5019.00,4391.00
Depreciation/Amortisation,0,0,0,0,218.00
Unusual Expense (Income),328.94,-315.12,107.00,142.00,48.00
"Other Operating Expenses, Total",2071.76,2291.51,503.00,568.00,714.00
Total Operating Expense,95902.09,114673.69,32167.00,91695.00,54005.00
Operating Income,3390.28,4725.38,3678.00,2041.00,1968.00
"Interest Inc.(Exp.),Net-Non-Op., Total",-246.01,-170.00,-228.00,-119.00,180.00
"Other, Net",0,0,0,0,0
Net Income Before Taxes,3144.26,4555.38,3450.00,1922.00,2148.00
Provision for Income Taxes,489.26,637.15,569.00,-31.00,-37.00
Net Income After Taxes,2655.00,3918.24,2881.00,1953.00,2185.00
Net Income Before Extra. Items,2655.00,3916.85,2877.00,1944.00,2118.00
Net Income,2655.00,3301.82,4019.00,783.00,2118.00
Income Available to Com Excl ExtraOrd,2655.00,3916.85,2877.00,1944.00,2118.00
Income Available to Com Incl ExtraOrd,2655.00,3301.82,4019.00,783.00,2118.00
Diluted Net Income,2655.00,3301.82,4019.00,783.00,2118.00
Diluted Weighted Average Shares,2562.00,2568.00,2576.00,2587.00,2597.00
Diluted EPS Excluding ExtraOrd Items,1.04,1.53,1.12,0.75,0.82
DPS - Common Stock Primary Issue,0.60,0.65,0.49,0.49,0.16
Diluted Normalised EPS,1.14,1.42,1.18,0.81,0.88
