Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0,0,0,0,0
Depreciation/Depletion,0,0,0,0,0
Non-Cash Items,0,0,0,0,0
Cash Taxes Paid,0,0,0,0,0
Changes in Working Capital,3.39,2.14,2.52,1.35,1.27
Cash from Operating Activities,3.39,2.14,2.52,1.35,1.27
Capital Expenditures,0,0,0,0,0
"Other Investing Cash Flow Items, Total",12.44,-10.75,4.47,-0.49,-0.95
Cash from Investing Activities,12.44,-10.75,4.47,-0.49,-0.95
Total Cash Dividends Paid,-2.24,-3.10,-1.77,-1.03,-1.18
"Issuance (Retirement) of Stock, Net",-0.35,-0.65,-0.05,0.00,-0.12
Cash from Financing Activities,-2.59,-3.75,-3.82,-3.03,-1.30
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,13.25,-12.36,3.17,-2.17,-0.98
