Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,33.96,31.98,41.14,34.93,29.38
Depreciation/Depletion,6.46,6.24,6.42,7.41,7.33
Non-Cash Items,-0.79,-1.25,-8.88,-0.30,0.78
Cash Taxes Paid,6.13,5.20,4.79,6.13,4.56
Changes in Working Capital,-6.42,-3.68,-8.62,-6.08,-0.77
Cash from Operating Activities,33.21,33.28,30.06,35.96,36.72
Capital Expenditures,-3.98,-4.41,-26.20,-5.37,-15.00
"Other Investing Cash Flow Items, Total",1.40,1.43,25.38,0.38,1.78
Cash from Investing Activities,-2.58,-2.99,-0.82,-4.99,-13.22
Total Cash Dividends Paid,-24.60,-28.03,-32.21,-40.69,-21.53
"Issuance (Retirement) of Stock, Net",0.05,0,0,0,0
Cash from Financing Activities,-25.01,-28.45,-32.68,-42.20,-23.14
Foreign Exchange Effects,-0.01,-0.01,0.02,-0.02,-0.02
Net Change in Cash,5.62,1.83,-3.42,-11.25,0.35
