Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,877.62,1164.45,752.47,1042.72,567.51
Depreciation/Depletion,744.01,914.31,876.98,1289.86,1339.41
Non-Cash Items,607.42,251.42,653.52,1148.65,1033.13
Cash Taxes Paid,203.86,273.72,380.08,575.45,330.17
Changes in Working Capital,-350.39,-131.79,-477.17,-1099.38,-553.16
Cash from Operating Activities,1933.78,2260.70,1864.26,2447.49,2444.80
Capital Expenditures,-2083.91,-1498.38,-1046.73,-1055.56,-874.24
"Other Investing Cash Flow Items, Total",412.52,1334.03,-2181.68,-1538.62,-1203.59
Cash from Investing Activities,-1671.39,-164.35,-3228.41,-2594.18,-2077.83
Total Cash Dividends Paid,-246.94,-247.17,-247.34,-263.22,-350.96
"Issuance (Retirement) of Stock, Net",98.75,78.42,12.64,101.58,0.63
Cash from Financing Activities,153.75,1640.53,928.39,-2915.14,-860.06
Foreign Exchange Effects,41.13,-82.41,68.58,-7.27,115.67
Net Change in Cash,457.27,3654.47,-367.18,-3069.10,-377.42
