Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,10021.89,11142.64,11520.93,14912.49,13404.60
Total Revenue,10021.89,11142.64,11520.93,14912.49,13404.60
"Selling/General/Admin. Expenses, Total",3883.02,4529.74,4538.08,5371.54,5308.67
Depreciation/Amortisation,799.14,976.62,935.44,1353.99,1389.63
Unusual Expense (Income),0.75,1.46,3.72,64.19,7.69
"Other Operating Expenses, Total",1268.13,815.40,1341.59,1874.27,1348.42
Total Operating Expense,8632.85,9337.84,9978.00,13171.59,12150.75
Operating Income,1389.04,1804.80,1542.94,1740.89,1253.85
"Interest Inc.(Exp.),Net-Non-Op., Total",-463.26,-591.79,-752.11,-641.93,-647.87
"Other, Net",-48.16,-48.55,-38.35,-56.24,-38.47
Net Income Before Taxes,877.62,1164.45,752.47,1042.72,567.51
Provision for Income Taxes,269.63,334.63,262.61,527.88,361.66
Net Income After Taxes,607.99,829.83,489.86,514.84,205.85
Net Income Before Extra. Items,612.35,969.95,627.69,551.48,288.88
Net Income,612.35,969.95,627.69,551.48,288.88
Income Available to Com Excl ExtraOrd,612.35,931.31,541.84,463.30,199.04
Income Available to Com Incl ExtraOrd,612.35,931.31,541.84,463.30,199.04
Diluted Net Income,612.35,931.31,541.84,463.30,199.04
Diluted Weighted Average Shares,8234.49,8240.63,8292.11,8774.63,8775.95
Diluted EPS Excluding ExtraOrd Items,0.07,0.11,0.07,0.05,0.02
DPS - Common Stock Primary Issue,0.03,0.03,0.03,0.04,0.04
Diluted Normalised EPS,0.08,0.11,0.07,0.07,0.03
