Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Revenue,1.94,2.08,1.27,1.44,8.91
Total Revenue,1.94,2.08,1.27,1.44,8.91
"Selling/General/Admin. Expenses, Total",0.51,1.67,1.33,1.51,2.74
Depreciation/Amortisation,0.50,0.50,0.39,0.64,1.00
Unusual Expense (Income),-0.08,-0.01,0.19,0.11,-0.59
"Other Operating Expenses, Total",2.35,2.44,3.26,2.28,3.98
Total Operating Expense,7.35,8.12,6.94,6.24,13.46
Operating Income,-5.40,-6.03,-5.68,-4.80,-4.56
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.46,-1.18,-0.58,-0.01,-0.13
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-6.87,-7.21,-6.25,-4.81,-4.68
Provision for Income Taxes,0.00,0.00,0.00,0.00,-0.03
Net Income After Taxes,-6.87,-7.21,-6.25,-4.81,-4.65
Net Income Before Extra. Items,-6.87,-7.21,-6.25,-4.81,-4.65
Net Income,-6.87,-7.21,-6.25,-4.81,-4.65
Income Available to Com Excl ExtraOrd,-6.87,-7.21,-6.25,-4.81,-4.65
Income Available to Com Incl ExtraOrd,-6.87,-7.21,-6.25,-4.81,-4.65
Diluted Net Income,-6.87,-7.21,-6.25,-4.81,-4.65
Diluted Weighted Average Shares,50.21,50.21,126.17,242.50,258.10
Diluted EPS Excluding ExtraOrd Items,-0.14,-0.14,-0.05,-0.02,-0.02
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.14,-0.14,-0.05,-0.02,-0.02
