Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,289.50,1.55,1.41,-27.39,-1.82
Depreciation/Depletion,0.07,0.09,0.02,0.01,0.90
Non-Cash Items,-283.89,3.69,0.46,24.25,0.39
Cash Taxes Paid,-0.20,2.43,2.71,0.05,0.00
Changes in Working Capital,-5.16,-1.16,2.35,-12.17,-1.63
Cash from Operating Activities,0.52,4.16,4.23,-15.30,-2.16
Capital Expenditures,-0.01,-0.03,0.00,0,0
"Other Investing Cash Flow Items, Total",-0.48,-8.02,-17.00,0.88,1.05
Cash from Investing Activities,-0.48,-8.06,-17.00,0.88,1.05
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,0.00,0,0,-1.42,-0.83
Foreign Exchange Effects,0.00,0,0,0,0
Net Change in Cash,0.04,-3.90,-12.77,-15.84,-1.94
