Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,5.04,19.39,9.82,3.55,10.81
Total Revenue,5.04,19.39,9.82,3.55,10.81
"Selling/General/Admin. Expenses, Total",4.58,12.42,9.47,8.28,9.85
Depreciation/Amortisation,0.04,0.05,0.02,0.01,0.90
Unusual Expense (Income),-253.01,0,0,23.06,-0.45
"Other Operating Expenses, Total",0.32,1.03,-0.69,0.00,1.15
Total Operating Expense,-248.07,13.13,6.35,30.81,11.40
Operating Income,253.11,6.26,3.48,-27.25,-0.60
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.67,-0.06,-0.03,-0.80
"Other, Net",0,0,0,0,0
Net Income Before Taxes,253.11,5.59,3.42,-27.29,-1.40
Provision for Income Taxes,0.26,3.12,1.77,-0.00,0.42
Net Income After Taxes,252.85,2.47,1.65,-27.28,-1.82
Net Income Before Extra. Items,252.85,2.47,1.65,-27.49,-3.43
Net Income,289.50,1.55,1.41,-27.60,-3.43
Income Available to Com Excl ExtraOrd,252.85,2.47,1.65,-27.49,-3.43
Income Available to Com Incl ExtraOrd,289.50,1.55,1.41,-27.60,-3.43
Diluted Net Income,289.50,1.55,1.41,-27.60,-3.43
Diluted Weighted Average Shares,42.60,42.60,42.60,42.60,42.60
Diluted EPS Excluding ExtraOrd Items,5.94,0.06,0.04,-0.65,-0.08
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,0.06,0.04,-0.29,-0.09
