Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,4.55,9.90,12.19,14.71,7.92
Total Revenue,4.55,9.90,12.19,14.71,7.92
"Selling/General/Admin. Expenses, Total",3.24,1.64,1.33,1.39,1.19
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),10.40,-5.40,-4.26,0.25,2.76
"Other Operating Expenses, Total",0.78,-0.03,-0.04,-0.13,-0.05
Total Operating Expense,20.95,-1.31,10.23,13.76,10.62
Operating Income,-16.41,11.21,1.97,0.95,-2.70
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.36,-1.32,-0.71,-0.65,-0.77
"Other, Net",0.00,0,0,-0.13,0.00
Net Income Before Taxes,-17.77,9.88,1.25,0.18,-3.47
Provision for Income Taxes,0.00,-0.00,0.00,0.00,-0.00
Net Income After Taxes,-17.77,9.89,1.25,0.18,-3.47
Net Income Before Extra. Items,-17.38,9.89,1.25,0.18,-3.47
Net Income,-17.38,9.89,1.25,0.18,-3.47
Income Available to Com Excl ExtraOrd,-17.38,9.89,1.25,0.18,-3.47
Income Available to Com Incl ExtraOrd,-17.38,9.89,1.25,0.18,-3.47
Diluted Net Income,-17.38,9.89,1.25,0.18,-3.47
Diluted Weighted Average Shares,424.11,504.94,547.65,658.63,548.85
Diluted EPS Excluding ExtraOrd Items,-0.04,0.02,0.00,0.00,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.02,0.01,-0.00,0.00,-0.00
