Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,376.19,429.37,556.90,532.57,396.51
Total Revenue,376.19,429.37,556.90,532.57,396.51
"Selling/General/Admin. Expenses, Total",66.19,64.15,70.94,64.56,54.19
Depreciation/Amortisation,6.75,0,0,7.73,7.70
Unusual Expense (Income),-0.45,0.67,3.17,3.41,0.65
"Other Operating Expenses, Total",-36.13,12.94,21.99,25.53,16.26
Total Operating Expense,52.65,209.22,352.86,332.20,216.07
Operating Income,323.54,220.15,204.05,200.38,180.44
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.69,-0.37,-7.98,-5.75,-3.38
"Other, Net",0,0,0,0,0
Net Income Before Taxes,322.85,219.79,196.07,194.63,177.06
Provision for Income Taxes,73.29,44.02,35.85,54.60,31.89
Net Income After Taxes,249.56,175.76,160.22,140.03,145.17
Net Income Before Extra. Items,161.67,112.36,100.84,91.79,97.34
Net Income,161.67,112.36,100.84,91.79,97.34
Income Available to Com Excl ExtraOrd,161.67,112.36,100.84,91.79,97.34
Income Available to Com Incl ExtraOrd,161.67,112.36,100.84,91.79,97.34
Diluted Net Income,161.67,112.36,100.84,91.79,97.34
Diluted Weighted Average Shares,1266.30,1334.89,1397.11,1453.21,1482.90
Diluted EPS Excluding ExtraOrd Items,0.13,0.08,0.07,0.06,0.07
DPS - Common Stock Primary Issue,0.03,0.03,0.03,0.03,0.02
Diluted Normalised EPS,0.13,0.08,0.07,0.06,0.07
