Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,5.99,8.42,-3.41,-2.41,-1.46
Depreciation/Depletion,0.03,0.02,0.02,0.06,0.06
Non-Cash Items,-7.71,-11.15,0.87,-1.41,0.17
Cash Taxes Paid,0.00,-0.01,-0.01,-0.03,0.02
Changes in Working Capital,-0.82,1.98,-2.62,0.15,0.55
Cash from Operating Activities,-2.52,-0.73,-5.14,-3.61,-0.69
Capital Expenditures,-0.18,-1.28,-3.57,-3.27,-0.43
"Other Investing Cash Flow Items, Total",-5.72,2.25,12.49,-0.22,-0.20
Cash from Investing Activities,-5.89,0.96,8.92,-3.50,-0.62
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,6.44,-0.96,2.11,0.77,-0.27
Foreign Exchange Effects,0.13,0.92,0.04,-0.16,-0.11
Net Change in Cash,-1.84,0.19,5.94,-6.50,-1.69
