Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1.20,0.88,1.19,0.97,1.17
Total Revenue,1.20,0.88,1.19,0.97,1.17
"Selling/General/Admin. Expenses, Total",1.73,1.83,1.77,1.03,0.91
Depreciation/Amortisation,0.03,0.02,0.02,0.06,0.06
Unusual Expense (Income),0.98,0.00,0.09,0.00,0.26
"Other Operating Expenses, Total",0.75,0.71,2.07,-1.61,0.57
Total Operating Expense,-4.79,3.14,4.57,-0.38,2.61
Operating Income,5.99,-2.25,-3.38,1.34,-1.45
"Interest Inc.(Exp.),Net-Non-Op., Total",0,10.68,-0.03,-3.76,-0.02
"Other, Net",-0.00,-0.00,-0.01,0,0
Net Income Before Taxes,5.99,8.42,-3.41,-2.41,-1.46
Provision for Income Taxes,-0.04,-0.06,-0.06,-0.06,-0.07
Net Income After Taxes,6.03,8.48,-3.36,-2.35,-1.40
Net Income Before Extra. Items,5.73,8.13,-3.51,-0.73,-1.79
Net Income,5.73,8.13,-3.51,-0.73,-1.79
Income Available to Com Excl ExtraOrd,5.73,8.13,-3.51,-0.73,-1.79
Income Available to Com Incl ExtraOrd,5.73,8.13,-3.51,-0.73,-1.79
Diluted Net Income,5.88,8.39,-3.51,-0.73,-1.79
Diluted Weighted Average Shares,10.39,12.20,9.74,9.74,9.74
Diluted EPS Excluding ExtraOrd Items,0.57,0.69,-0.36,-0.07,-0.18
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.63,0.69,-0.35,-0.07,-0.17
