Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,279.87,384.65,236.78,191.52,220.87
Depreciation/Depletion,199.89,178.85,179.78,174.16,146.00
Non-Cash Items,-32.50,-89.51,-26.76,-26.43,-0.79
Cash Taxes Paid,89.85,98.81,44.81,30.23,39.63
Changes in Working Capital,37.88,-242.63,-66.64,-6.89,-11.39
Cash from Operating Activities,485.14,231.37,323.16,332.36,354.69
Capital Expenditures,-111.62,-126.47,-86.34,-82.70,-113.05
"Other Investing Cash Flow Items, Total",49.82,73.73,16.23,25.49,18.89
Cash from Investing Activities,-61.81,-52.75,-70.10,-57.21,-94.16
Total Cash Dividends Paid,-157.90,-277.91,-252.65,-145.27,-132.64
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-159.83,-292.99,-252.65,-151.82,-139.41
Foreign Exchange Effects,-23.52,43.17,-28.54,-15.37,43.76
Net Change in Cash,239.98,-71.20,-28.14,107.96,164.88
